class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Normal,0.5665120482444763,0.2976815402507782,-2.2435386180877686,0.9996374845504761,0.6324516534805298,0.17862439155578613,-2.119675874710083,0.999232292175293,0.6736526489257812,0.1858370304107666,-2.1199116706848145,0.9993839263916016,0.7135807871818542,0.19207978248596191,-2.1204323768615723,0.9990625977516174,0.5061705708503723,0.1547377109527588,-2.1412835121154785,0.9992048144340515,0.45400819182395935,0.1480271816253662,-2.1400058269500732,0.9993656277656555,0.41086000204086304,0.14708185195922852,-2.1407320499420166,0.9991389513015747,0.7647890448570251,0.2513096332550049,-1.2701760530471802,0.9992220401763916,0.3379281461238861,0.19040822982788086,-1.3317948579788208,0.999599039554596,0.6214815378189087,0.4728713035583496,-1.9182507991790771,0.9997337460517883,0.475289911031723,0.44685792922973633,-1.9375295639038086,0.9998216032981873,0.9202302694320679,0.9730533361434937,-0.7589843273162842,0.9967730641365051,0.031875818967819214,0.8962464928627014,-0.8716081380844116,0.9976623058319092,1.0767619609832764,1.7273887395858765,-0.9723840951919556,0.10029017180204391,-0.2371007204055786,1.6555991172790527,-1.0606889724731445,0.2805519700050354,1.0061566829681396,2.2787458896636963,-2.0785934925079346,0.023166118189692497,-0.13609182834625244,2.235814094543457,-2.287297487258911,0.04489168897271156,1.0465691089630127,2.5091617107391357,-2.376392126083374,0.030769873410463333,-0.15392619371414185,2.4771575927734375,-2.5851378440856934,0.04751787334680557,0.9470102190971375,2.478290557861328,-2.4731390476226807,0.04858333244919777,-0.05322211980819702,2.438972234725952,-2.703622817993164,0.06942573189735413,0.9161051511764526,2.384533166885376,-2.16737961769104,0.04635844752192497,-0.03223910927772522,2.349050283432007,-2.3723533153533936,0.06888248026371002,0.7517638206481934,2.38358736038208,-0.1025855541229248,0.0011669992236420512,0.15651211142539978,2.3606793880462646,0.11237380653619766,0.0010245722951367497,0.7275668382644653,3.5618672370910645,0.3926008343696594,0.000513498845975846,0.17041686177253723,3.533783197402954,0.5530608892440796,0.00024492747616022825,0.7095596790313721,4.578924179077148,2.0401763916015625,7.154034392442554e-05,0.18212608993053436,4.541075706481934,1.973132848739624,1.1495989383547567e-05,0.716392993927002,4.752101421356201,2.129699230194092,4.0824168536346406e-05,0.1654726266860962,4.712325096130371,2.0794119834899902,2.868467527150642e-05,0.6179600358009338,4.94085693359375,0.9059308171272278,5.999504719511606e-05,0.29303497076034546,4.906949043273926,0.7338146567344666,5.444599446491338e-05
Normal,0.5633376836776733,0.3018280863761902,-2.405306816101074,0.9996660351753235,0.6272224187850952,0.1802746206521988,-2.2580113410949707,0.9992945194244385,0.6663834452629089,0.1882019340991974,-2.2585065364837646,0.9994328618049622,0.7044308185577393,0.19491805136203766,-2.258632183074951,0.9991354942321777,0.5045223236083984,0.15610499680042267,-2.2731895446777344,0.9992707967758179,0.45318660140037537,0.15020911395549774,-2.2718088626861572,0.9994184970855713,0.4106045365333557,0.14955775439739227,-2.272566795349121,0.9992117881774902,0.7544654607772827,0.25541749596595764,-1.3553669452667236,0.9992817044258118,0.33760741353034973,0.19766832888126373,-1.3950026035308838,0.9996327757835388,0.616048276424408,0.47226470708847046,-2.071810245513916,0.9997535347938538,0.46919625997543335,0.44668257236480713,-2.085808515548706,0.9998360276222229,0.9160544276237488,0.9726528525352478,-0.8719236254692078,0.9966093301773071,0.023135963827371597,0.9051808714866638,-0.9485740661621094,0.997708797454834,1.094369649887085,1.6997838020324707,-1.4005390405654907,0.09663735330104828,-0.25590574741363525,1.6756973266601562,-1.2030080556869507,0.2941146492958069,1.0621877908706665,2.242788076400757,-2.8020637035369873,0.023334046825766563,-0.16927914321422577,2.3161489963531494,-2.4503941535949707,0.049242597073316574,1.111689805984497,2.4587810039520264,-3.1430954933166504,0.03157960996031761,-0.19007372856140137,2.5639843940734863,-2.7525129318237305,0.052012864500284195,1.0101535320281982,2.429476261138916,-3.2177538871765137,0.04984995350241661,-0.08413068950176239,2.5218260288238525,-2.887770891189575,0.07701956480741501,0.9682116508483887,2.3499467372894287,-2.889099359512329,0.04744389280676842,-0.05859290808439255,2.4349944591522217,-2.540566921234131,0.07568756490945816,0.7250593900680542,2.427079439163208,-0.10979227721691132,0.0011873476905748248,0.13071131706237793,2.404383897781372,0.11986207962036133,0.0010445404332131147,0.7103462815284729,3.6243906021118164,0.005952767096459866,0.0006362837157212198,0.16767588257789612,3.5987560749053955,0.15693217515945435,0.000307271140627563,0.7094136476516724,4.676127910614014,1.414057731628418,8.651144162286073e-05,0.1842377632856369,4.639699459075928,1.2554625272750854,1.3258248145575635e-05,0.7165629863739014,4.861880779266357,1.4681997299194336,5.126432370161638e-05,0.16790348291397095,4.822989463806152,1.3198295831680298,3.391393693163991e-05,0.6162103414535522,5.040606498718262,0.14388610422611237,6.828874029451981e-05,0.2930036187171936,4.996856212615967,-0.06940506398677826,6.725421553710476e-05
Normal,0.5634356737136841,0.3034835457801819,-2.407167911529541,0.9996892213821411,0.6264927387237549,0.1815289705991745,-2.259707450866699,0.9993452429771423,0.6644420623779297,0.1897895336151123,-2.260267972946167,0.9994712471961975,0.7014803290367126,0.1967974603176117,-2.2604565620422363,0.9991936087608337,0.5050907731056213,0.1576494425535202,-2.279620885848999,0.999326229095459,0.4544900953769684,0.15252938866615295,-2.2782230377197266,0.9994627237319946,0.4117409288883209,0.15237930417060852,-2.2789864540100098,0.9992747902870178,0.7490290403366089,0.2560909688472748,-1.3490890264511108,0.9993249773979187,0.33767610788345337,0.20376984775066376,-1.4043182134628296,0.9996609687805176,0.6153092384338379,0.47066134214401245,-2.0678601264953613,0.9997679591178894,0.46923813223838806,0.4466535151004791,-2.0875420570373535,0.9998474717140198,0.9120613932609558,0.9684497117996216,-0.8542144894599915,0.9963029623031616,0.031535498797893524,0.9048682451248169,-0.9485396146774292,0.9977535605430603,1.0950357913970947,1.657281517982483,-1.253544807434082,0.09144783020019531,-0.25066766142845154,1.6797486543655396,-1.1162950992584229,0.30740684270858765,1.0691728591918945,2.2117934226989746,-2.4716289043426514,0.02328525483608246,-0.15446598827838898,2.317913293838501,-2.2080790996551514,0.055885300040245056,1.1206157207489014,2.4105982780456543,-2.7875075340270996,0.03222580626606941,-0.1711295247077942,2.5603091716766357,-2.506983757019043,0.05879989638924599,1.0255372524261475,2.38472056388855,-2.8773581981658936,0.05087565630674362,-0.06764905154705048,2.5167131423950195,-2.6681783199310303,0.08798788487911224,0.9816526174545288,2.3087165355682373,-2.560537338256836,0.04838215932250023,-0.042954251170158386,2.4301202297210693,-2.304386854171753,0.08528207242488861,0.7260533571243286,2.425485849380493,-0.1119392067193985,0.0011422231327742338,0.13554751873016357,2.401904821395874,0.12201368808746338,0.0010101778898388147,0.7173933386802673,3.6191604137420654,-0.12812098860740662,0.0007206930313259363,0.19540119171142578,3.5990407466888428,0.05775924772024155,0.0003451721277087927,0.7359658479690552,4.67548131942749,1.162552833557129,0.00010706778266467154,0.235369473695755,4.650473594665527,1.017930507659912,1.5112876099010464e-05,0.7463600635528564,4.861470699310303,1.206127405166626,6.402425788110122e-05,0.22087347507476807,4.833625316619873,1.069751501083374,3.964680581702851e-05,0.6486434936523438,5.031768321990967,-0.12686143815517426,8.047179289860651e-05,0.33622875809669495,4.999621391296387,-0.3276107609272003,8.426433487329632e-05
Normal,0.5635741353034973,0.31427887082099915,-2.2942771911621094,0.9997065663337708,0.6237683296203613,0.18859261274337769,-2.143355131149292,0.9993850588798523,0.6601760983467102,0.19598166644573212,-2.1436731815338135,0.9994986653327942,0.6953314542770386,0.20189279317855835,-2.143889904022217,0.9992386102676392,0.5051893591880798,0.1701948344707489,-2.174492835998535,0.9993706345558167,0.4550000727176666,0.16762542724609375,-2.173189640045166,0.9994973540306091,0.41258683800697327,0.16819804906845093,-2.1738944053649902,0.9993267059326172,0.7394721508026123,0.25971856713294983,-1.238957166671753,0.999351978302002,0.3376564085483551,0.22284795343875885,-1.3441613912582397,0.9996824264526367,0.6151722073554993,0.4715375602245331,-1.9589531421661377,0.9997777938842773,0.4709322452545166,0.4503783881664276,-1.9930050373077393,0.9998557567596436,0.9086580276489258,0.9620127081871033,-0.7057191133499146,0.9961761236190796,0.03153688460588455,0.9065151214599609,-0.9410113096237183,0.9978065490722656,1.0937280654907227,1.6348637342453003,-0.9709843397140503,0.08754271268844604,-0.2406267374753952,1.6805306673049927,-1.0761730670928955,0.3163704574108124,1.0717750787734985,2.1886496543884277,-2.1756861209869385,0.02304774336516857,-0.1508045494556427,2.3122923374176025,-2.1898460388183594,0.06092817708849907,1.1255003213882446,2.388897657394409,-2.474048614501953,0.032526783645153046,-0.1695205271244049,2.5512855052948,-2.491753578186035,0.06432031095027924,1.0363517999649048,2.373080015182495,-2.5862879753112793,0.05142071843147278,-0.06687308847904205,2.509874105453491,-2.656370162963867,0.09678909182548523,0.9911273717880249,2.2989416122436523,-2.279078960418701,0.048833660781383514,-0.041849978268146515,2.4288570880889893,-2.2890546321868896,0.09314431250095367,0.7271073460578918,2.410367727279663,-0.11067141592502594,0.0011263902997598052,0.15010318160057068,2.4005513191223145,0.12065698206424713,0.0010012192651629448,0.733426034450531,3.6186232566833496,0.024103369563817978,0.0008168609347194433,0.21954092383384705,3.598461627960205,0.21168355643749237,0.0003780652768909931,0.7619283199310303,4.668015480041504,1.3947021961212158,0.00012651464203372598,0.26769527792930603,4.64766788482666,1.2720615863800049,1.6377278370782733e-05,0.7739376425743103,4.851808547973633,1.4498121738433838,7.422522321576253e-05,0.25304269790649414,4.8253302574157715,1.335207462310791,4.416949377628043e-05,0.6827907562255859,5.023417949676514,0.1766779124736786,8.751801215112209e-05,0.36846596002578735,4.997475624084473,-0.022575657814741135,8.920451364247128e-05
Normal,0.5646291971206665,0.3157806396484375,-2.2485404014587402,0.9997303485870361,0.6236192584037781,0.18856891989707947,-2.0967817306518555,0.9994356036186218,0.6596903204917908,0.19596050679683685,-2.097108840942383,0.9995386600494385,0.6948753595352173,0.20184734463691711,-2.097240924835205,0.9993003606796265,0.506538450717926,0.17102958261966705,-2.124699115753174,0.9994231462478638,0.45695799589157104,0.16940423846244812,-2.1233561038970947,0.9995390772819519,0.4139915108680725,0.17086604237556458,-2.1240296363830566,0.9993844628334045,0.738856315612793,0.25986286997795105,-1.189875841140747,0.9993999004364014,0.3375599682331085,0.22933094203472137,-1.285704255104065,0.9997082948684692,0.6156176924705505,0.470760703086853,-1.914982557296753,0.9997937679290771,0.4751230776309967,0.45070040225982666,-1.9453204870224,0.9998666644096375,0.905354380607605,0.9520770907402039,-0.6855231523513794,0.9962280988693237,0.03512069210410118,0.9065573811531067,-0.8879057168960571,0.9978938698768616,1.0804965496063232,1.6244900226593018,-0.9838706851005554,0.0856328010559082,-0.23355376720428467,1.6795753240585327,-1.0542118549346924,0.32911351323127747,1.0702731609344482,2.1809797286987305,-2.2670695781707764,0.023649221286177635,-0.1503269374370575,2.293846845626831,-2.208364248275757,0.0703437328338623,1.120041012763977,2.387673854827881,-2.5799624919891357,0.03421948850154877,-0.17064820230007172,2.5159034729003906,-2.5106959342956543,0.07456366717815399,1.0283232927322388,2.3725574016571045,-2.6949234008789062,0.05405157431960106,-0.06935551017522812,2.4743688106536865,-2.6640381813049316,0.11165866255760193,0.9857881665229797,2.296809196472168,-2.373011589050293,0.05140189826488495,-0.044065311551094055,2.397831916809082,-2.30522084236145,0.10746179521083832,0.7277994751930237,2.3893773555755615,-0.1099756583571434,0.0011082177516072989,0.15302589535713196,2.386481285095215,0.11991409957408905,0.0009853539522737265,0.7333396077156067,3.6095473766326904,0.0602404959499836,0.0008375453762710094,0.21650974452495575,3.596644639968872,0.23771166801452637,0.0003838127013295889,0.7586342096328735,4.6626458168029785,1.3925156593322754,0.00013875568401999772,0.26111894845962524,4.63963508605957,1.2232781648635864,1.695274477242492e-05,0.7703720927238464,4.8448967933654785,1.4437012672424316,8.120072016026825e-05,0.2456480711698532,4.816404819488525,1.2790457010269165,4.569245356833562e-05,0.6783983111381531,5.017760276794434,0.1623576581478119,9.264195250580087e-05,0.36536097526550293,4.991567134857178,-0.08813261985778809,9.236771438736469e-05
Normal,0.5646202564239502,0.31812888383865356,-2.298858165740967,0.9997479915618896,0.6232229471206665,0.1898048222064972,-2.1359660625457764,0.999474287033081,0.6591271162033081,0.19751451909542084,-2.136509418487549,0.9995701313018799,0.6943829655647278,0.20341652631759644,-2.1364598274230957,0.9993450045585632,0.5065799951553345,0.17171818017959595,-2.1702213287353516,0.9994655847549438,0.4571472108364105,0.16999927163124084,-2.1692051887512207,0.9995744824409485,0.41425004601478577,0.17123015224933624,-2.1699397563934326,0.9994326233863831,0.7374333143234253,0.2617625296115875,-1.1932584047317505,0.9994361400604248,0.33736908435821533,0.23038610816001892,-1.3331587314605713,0.9997313022613525,0.6149407029151917,0.4707472026348114,-1.9559175968170166,0.9998040795326233,0.4750297963619232,0.45088088512420654,-1.9953420162200928,0.9998754262924194,0.9011200070381165,0.9468735456466675,-0.6882853507995605,0.9960765242576599,0.03326190635561943,0.909168541431427,-0.9227991104125977,0.9979481101036072,1.078913927078247,1.6236897706985474,-0.9888664484024048,0.08232351392507553,-0.2460515797138214,1.6794267892837524,-1.1189171075820923,0.3406672179698944,1.0678253173828125,2.1690938472747803,-2.3106274604797363,0.02390720322728157,-0.1629691869020462,2.294182300567627,-2.248654842376709,0.07365352660417557,1.1174240112304688,2.375230312347412,-2.6178383827209473,0.03510977327823639,-0.18389880657196045,2.518627882003784,-2.5563924312591553,0.07769179344177246,1.0232794284820557,2.359210968017578,-2.723074197769165,0.05520683899521828,-0.07897450029850006,2.4797067642211914,-2.704702854156494,0.11672519892454147,0.9823748469352722,2.284132242202759,-2.4109253883361816,0.05214858427643776,-0.05457880347967148,2.4001240730285645,-2.342334508895874,0.11181624233722687,0.7294313311576843,2.3892126083374023,-0.09171618521213531,0.001205358887091279,0.15510421991348267,2.3867502212524414,0.10162480175495148,0.0010772746754810214,0.7413349747657776,3.6074044704437256,-0.1733047515153885,0.0012307832948863506,0.24253857135772705,3.594733953475952,-0.21451902389526367,0.0005149443750269711,0.7831030488014221,4.672201156616211,0.9729788899421692,0.00018068069766741246,0.2971138656139374,4.655957221984863,0.5870720744132996,2.1752317479695193e-05,0.7945963144302368,4.86221170425415,1.003403663635254,0.00010364297486376017,0.2809174954891205,4.84326696395874,0.6226989030838013,5.7548000768292695e-05,0.7087773680686951,5.0224456787109375,-0.3094847798347473,0.00011791336146416143,0.40713566541671753,4.998587131500244,-0.780418872833252,0.00011746065138140693
Normal,0.564628005027771,0.3242359161376953,-2.298915386199951,0.999761700630188,0.6226872205734253,0.19406679272651672,-2.137138843536377,0.9995043873786926,0.6585520505905151,0.20196455717086792,-2.1377737522125244,0.9995938539505005,0.6940788626670837,0.2077675461769104,-2.1377012729644775,0.9993800520896912,0.5066850185394287,0.1763751208782196,-2.1706364154815674,0.9994989037513733,0.4574776589870453,0.17497693002223969,-2.1696224212646484,0.9996019005775452,0.41470593214035034,0.17591312527656555,-2.170370578765869,0.9994716644287109,0.7370668649673462,0.26586994528770447,-1.202068567276001,0.9994630813598633,0.3373638987541199,0.23552004992961884,-1.333648920059204,0.9997490048408508,0.6147924065589905,0.47290509939193726,-1.9571565389633179,0.9998120665550232,0.4752987325191498,0.45413726568222046,-1.994553804397583,0.9998822212219238,0.8977643251419067,0.9434675574302673,-0.6975389719009399,0.9959567785263062,0.033929482102394104,0.9091326594352722,-0.9190824627876282,0.9979824423789978,1.0796821117401123,1.6145323514938354,-1.0540335178375244,0.08128151297569275,-0.24597756564617157,1.678735613822937,-1.1034818887710571,0.3540760576725006,1.0669968128204346,2.167546510696411,-2.393632411956787,0.02467167377471924,-0.17046910524368286,2.2940142154693604,-2.2329764366149902,0.0798109844326973,1.1169347763061523,2.377664089202881,-2.710573673248291,0.03662760183215141,-0.19591829180717468,2.5199732780456543,-2.5444517135620117,0.08380182832479477,1.022873878479004,2.361332893371582,-2.817941665649414,0.05743494629859924,-0.09020720422267914,2.482612133026123,-2.6981794834136963,0.1261734515428543,0.9810358285903931,2.285287380218506,-2.4942710399627686,0.05400962382555008,-0.063966304063797,2.4019582271575928,-2.329890727996826,0.12019031494855881,0.7291747331619263,2.3876593112945557,-0.09023235738277435,0.0012398607796058059,0.15500138700008392,2.3841660022735596,0.10019180923700333,0.001107491785660386,0.7359630465507507,3.6069107055664062,-0.21731078624725342,0.0014879462542012334,0.23702506721019745,3.5927107334136963,-0.21610085666179657,0.0006139054894447327,0.7805019617080688,4.671540260314941,0.889682412147522,0.00020774154108949006,0.28521543741226196,4.65372896194458,0.5487116575241089,2.5533307052683085e-05,0.7912625670433044,4.862147808074951,0.9170519113540649,0.0001202927523991093,0.26910147070884705,4.840635299682617,0.5804216861724854,6.702171958750114e-05,0.7026350498199463,5.019138813018799,-0.38747718930244446,0.00013423753262031823,0.3943532109260559,4.996352195739746,-0.8042926788330078,0.00013799061707686633
Normal,0.5643097162246704,0.33084896206855774,-2.4291188716888428,0.9997782111167908,0.6216439008712769,0.19862525165081024,-2.2789201736450195,0.999539315700531,0.6574605703353882,0.20595784485340118,-2.2793986797332764,0.9996209144592285,0.6931644082069397,0.21136474609375,-2.279477119445801,0.9994201064109802,0.5062091946601868,0.18192574381828308,-2.306401014328003,0.9995365738868713,0.45694804191589355,0.17982976138591766,-2.3051810264587402,0.9996321201324463,0.41435784101486206,0.17977719008922577,-2.3058433532714844,0.9995133876800537,0.736017107963562,0.2682708501815796,-1.356458306312561,0.9994935393333435,0.33674317598342896,0.23743994534015656,-1.456406831741333,0.9997683167457581,0.6139723658561707,0.4763222932815552,-2.087850570678711,0.9998230934143066,0.4746178984642029,0.4588879644870758,-2.1174371242523193,0.9998905062675476,0.8972220420837402,0.9435624480247498,-0.8028232455253601,0.9958615899085999,0.034638769924640656,0.9094298481941223,-0.9892195463180542,0.9980582594871521,1.084753394126892,1.6168192625045776,-1.1487457752227783,0.07841081917285919,-0.24587035179138184,1.6965450048446655,-1.0992217063903809,0.36577877402305603,1.0806291103363037,2.1677539348602295,-2.4951298236846924,0.024677421897649765,-0.16809263825416565,2.319040536880493,-2.1665971279144287,0.08457072079181671,1.1350942850112915,2.375140905380249,-2.8248486518859863,0.03695845976471901,-0.19089700281620026,2.5480856895446777,-2.464338779449463,0.0881190076470375,1.0427531003952026,2.358161449432373,-2.9262194633483887,0.057915642857551575,-0.08686170727014542,2.505134344100952,-2.623234987258911,0.13326199352741241,0.9970835447311401,2.282585382461548,-2.595545768737793,0.05432923138141632,-0.06065519526600838,2.4215121269226074,-2.2613697052001953,0.12613031268119812,0.7315354347229004,2.3895761966705322,-0.09712265431880951,0.0012122220359742641,0.1569238007068634,2.386411190032959,0.10702644288539886,0.0010906767565757036,0.7369300127029419,3.6075944900512695,-0.14874406158924103,0.001531498972326517,0.23417440056800842,3.599261999130249,-0.026710767298936844,0.0006313388585112989,0.7758322954177856,4.677268028259277,1.1374778747558594,0.0002202174800913781,0.27876994013786316,4.66259765625,0.942359447479248,2.6071833417518064e-05,0.7864328622817993,4.867371082305908,1.1831984519958496,0.00012762473488692194,0.26273441314697266,4.847587585449219,0.9965481758117676,6.965914508327842e-05,0.696368396282196,5.0235490798950195,-0.129986971616745,0.000140979333082214,0.38680440187454224,5.006967544555664,-0.3909009099006653,0.0001452334108762443
Normal,0.5643185973167419,0.3310040235519409,-2.3995862007141113,0.9997901320457458,0.6216402649879456,0.19867081940174103,-2.252502918243408,0.9995657801628113,0.6574715971946716,0.20601943135261536,-2.252985954284668,0.9996407628059387,0.6932194232940674,0.21139004826545715,-2.253122329711914,0.9994492530822754,0.506679892539978,0.18176677823066711,-2.2782886028289795,0.9995661973953247,0.4577847123146057,0.17958980798721313,-2.2770612239837646,0.9996558427810669,0.4153056740760803,0.17953935265541077,-2.2777554988861084,0.9995473623275757,0.7361651659011841,0.2682957649230957,-1.3423922061920166,0.9995148181915283,0.3367433547973633,0.2369435876607895,-1.4342491626739502,0.9997837543487549,0.6138200163841248,0.4763135015964508,-2.061732053756714,0.9998302459716797,0.47463756799697876,0.4591483771800995,-2.088941812515259,0.9998968243598938,0.8968744277954102,0.9439985156059265,-0.8058556318283081,0.9956178069114685,0.03416027873754501,0.9094208478927612,-0.9821345210075378,0.998088002204895,1.0832087993621826,1.6202147006988525,-1.207228660583496,0.07523655146360397,-0.2492290735244751,1.6955256462097168,-1.0370789766311646,0.37174564599990845,1.0736467838287354,2.1668975353240967,-2.567680597305298,0.024621659889817238,-0.17364004254341125,2.316056966781616,-2.137876510620117,0.08718837797641754,1.1247824430465698,2.3733067512512207,-2.9054970741271973,0.03737041726708412,-0.1969425529241562,2.5458569526672363,-2.4410226345062256,0.09109716862440109,1.0322329998016357,2.3519835472106934,-2.999899387359619,0.05850822478532791,-0.09250236302614212,2.5031557083129883,-2.597062349319458,0.13870419561862946,0.9867551922798157,2.2760558128356934,-2.6657862663269043,0.054698772728443146,-0.06610345095396042,2.419194459915161,-2.2342848777770996,0.13060075044631958,0.7301624417304993,2.3913064002990723,-0.10091495513916016,0.0011874670162796974,0.15507076680660248,2.387307643890381,0.1108575239777565,0.0010776773560792208,0.7362225651741028,3.608421802520752,-0.1852015256881714,0.0016606851713731885,0.23184621334075928,3.60060715675354,-0.08842047303915024,0.0006763033452443779,0.7727721929550171,4.684916019439697,1.0513027906417847,0.00023148067703004926,0.2778151035308838,4.667898178100586,0.8135530352592468,2.7009955374523997e-05,0.7833061814308167,4.876333713531494,1.0904481410980225,0.0001338704751105979,0.26302629709243774,4.85336446762085,0.8585795164108276,7.327978528337553e-05,0.6924103498458862,5.030411243438721,-0.22991637885570526,0.00014801656652707607,0.3836442530155182,5.010843276977539,-0.5391572713851929,0.00015629432164132595
Normal,0.5638021230697632,0.3338928818702698,-2.419635534286499,0.9997936487197876,0.6209828853607178,0.2000361979007721,-2.273310422897339,0.9995794296264648,0.656893253326416,0.20698989927768707,-2.274001121520996,0.99964839220047,0.6928624510765076,0.2119971066713333,-2.274280071258545,0.9994619488716125,0.5054916143417358,0.18380647897720337,-2.2949957847595215,0.9995831251144409,0.45643725991249084,0.18151643872261047,-2.2938129901885986,0.999669075012207,0.4144575595855713,0.18116669356822968,-2.2945868968963623,0.999569833278656,0.7362800240516663,0.2686154544353485,-1.3596071004867554,0.9995209574699402,0.3365125358104706,0.2385246753692627,-1.4337575435638428,0.9997920989990234,0.6133402585983276,0.4778499901294708,-2.078296184539795,0.9998318552970886,0.4739312529563904,0.4617871344089508,-2.100731372833252,0.9998995065689087,0.8969241380691528,0.9442528486251831,-0.8204666376113892,0.9952154755592346,0.035898786038160324,0.9097803831100464,-0.9764841794967651,0.9980394244194031,1.0830296277999878,1.621624231338501,-1.1877819299697876,0.07274483144283295,-0.24430660903453827,1.6973344087600708,-1.0132062435150146,0.3765416145324707,1.0634715557098389,2.1693427562713623,-2.496119260787964,0.023911574855446815,-0.17146117985248566,2.316530704498291,-2.130460262298584,0.0881279781460762,1.1056586503982544,2.375969409942627,-2.8261184692382812,0.03647897392511368,-0.19392822682857513,2.545668125152588,-2.4401679039001465,0.09177384525537491,1.013408899307251,2.3549084663391113,-2.9255824089050293,0.057146403938531876,-0.09209087491035461,2.503373861312866,-2.6007912158966064,0.14047878980636597,0.9720677137374878,2.2785775661468506,-2.5941290855407715,0.053317584097385406,-0.06550930440425873,2.418894052505493,-2.2305378913879395,0.13160069286823273,0.7309662103652954,2.3917315006256104,-0.11123828589916229,0.0011706436052918434,0.15812842547893524,2.387705087661743,0.12099210172891617,0.0010710791684687138,0.7379849553108215,3.6080594062805176,-0.24713781476020813,0.0019164261175319552,0.2349196970462799,3.6009628772735596,-0.06424348801374435,0.0007659597904421389,0.7740672826766968,4.686976432800293,0.9557159543037415,0.0002649468369781971,0.28387123346328735,4.67168664932251,0.79130619764328,3.115638901363127e-05,0.7853787541389465,4.878262519836426,0.9925147294998169,0.0001498429337516427,0.26973679661750793,4.85752010345459,0.8323858380317688,8.525250450475141e-05,0.6947240233421326,5.030524253845215,-0.33435148000717163,0.00016466314264107496,0.38745632767677307,5.013139247894287,-0.5600206851959229,0.00018216011812910438
